document,year,doc_type,page_number,category,pattern_matched,extracted_text,context,word_count
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,14,Target/Goal,fair trade,Fair Trade," Repairs team in Reno, Nevada  153,506 145,446 Number of factory apparel workers who have  earned a Fair Trade premium for their labor and  received improved benefits from Patagonia’s  participation in the Fair",232
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,14,Target/Goal,fair trade,Fair Trade,"rade premium for their labor and  received improved benefits from Patagonia’s  participation in the Fair Trade USA program 86,696 82,815 Metric tons of Bureo’s NetPlus and HDPE  material Patagonia has used sinc",232
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,17,Target/Goal,achieve,Achieve,lects  the aggregated results from  each of the BIAs. 166 94.3 98.5 0 50 100 150 200 Overall Points Achieved Company Performance Apparel B Corps US B Corps,274
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,17,Target/Goal,supply chain,Supply Chain," overall score, recognizing  Patagonia’s extraordinary business design and practices: Mission Lock, Supply Chain  Poverty Alleviation, Designed to Give, Resource Conservation, Toxin Reduction/  Remediation, and L",274
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,18,Target/Goal,"\$\d+(?:,\d+)*(?:\.\d+)?\s*(?:million|billion|M|B)",$1b," are  some reference scores: B Impact Assessment  Details for Patagonia: Size: 1,000+ Revenue: U.S. $1B+ Market:  Sector: Wholesale/Retail Industry: Apparel Industry Category: Wholesale Average  initial ",374
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,19,Target/Goal,commitment,Commitment,"ns,  disclosure of impact and  transparency, and stakeholder  engagement, among others. Mission and Commitment Ethics and Transparency Governance Metrics Mission Protection COMMUNITY The Customers impact area e",262
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,19,Target/Goal,objective,objective,"lity, and  transparency, and addresses issues  such as the integration of social and  environmental objectives into  employee performance evaluations,  disclosure of impact and  transparency, and stakeholder  ",262
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,19,Target/Goal,living wage,living wage,"cal, professional, and social  well-being of its employees, and  addresses issues such as paying a  living wage, employee benefits,  employee health and safety, and  professional development  opportunities, amon",262
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,19,Target/Goal,supply chain,Supply Chain,"itable donations. Diversity, Equity, and  Inclusion Economic Impact Civic Engagement and  Donations Supply Chain Management The Workers impact area evaluates  the extent to which the company  contributes to the f",262
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,20,Target/Goal,commitment,commitment, and independence of the company.  • The high score in this area reflects Patagonia’s long-standing commitment to ethical business practices and  responsible governance. There are very few opportunities for sco,126
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,20,Target/Goal,achieve,achieve,"lts by Impact Area and Sub-Area: Governance: Results Overview Operational Highlights: • The company achieved a Mission Lock score of 10.0, reflecting it has met B Lab’s Legal Requirement.  Patagonia has gone",126
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,20,Target/Goal,achieve,achieve,nities for score improvement in the Governance impact  area of the B Impact Assessment. 17.8 points achieved  out of possible 20 89% This is an aggregated  score of the three BIAs  across all of  Patagonia’s,126
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,21,Target/Goal,commitment,commitment,"nal Highlights: • The company’s high Health, Wellness, & Safety score reflects the company’s strong commitment to its  employees and their quality of life. Patagonia offers very strong healthcare benefits, incl",144
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,21,Target/Goal,achieve,achieve," salaried and hourly workers, and there is a high rate of  participation among workers. • Patagonia achieves high scores for employee satisfaction, with 81–90% of workers indicating high levels of  satisfact",144
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,21,Target/Goal,achieve,achieve,"atisfaction, with 81–90% of workers indicating high levels of  satisfaction/engagement. 23.7 points achieved  out of possible 40 59% This is an aggregated  score of the three BIAs  across all of  Patagonia's",144
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,22,Target/Goal,achieve,achieve,"essment and management, tracking and  traceability, and Supplier Code of Conduct. 45.5% 79.5 points achieved  out of possible 100* Operations score:  18.2 / 40 potential  points *Total possible points = 40  ",167
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,22,Target/Goal,supply chain,supply chain,"anizations, paid time off for volunteering, and more. • The high score in this area reflects strong supply chain risk assessment and management, tracking and  traceability, and Supplier Code of Conduct. 45.5% 79.",167
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,23,Target/Goal,commitment,commitment,"ed suppliers * * * * * Designed to Give IBM This IBM rewards a company for having a formal standing commitment to donate significant portions of  company profits, revenue, equity, or time to charitable causes. ",278
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,23,Target/Goal,achieve,achieve,ulation showing overall percentage of total revenues donated • Report or other evidence of outcomes achieved as a result of the company’s donations,278
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,23,Target/Goal,fair trade,Fair Trade,"ude: • Spreadsheet documenting percentage of overall supplier spending by certification type (e.g., Fair Trade  USA and Regenerative Organic Certification) • Current Fair Trade USA and ROC certificates by suppl",278
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,23,Target/Goal,fair trade,Fair Trade,"ding by certification type (e.g., Fair Trade  USA and Regenerative Organic Certification) • Current Fair Trade USA and ROC certificates by supplier • Evidence of capacity-building support provided to underserve",278
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,23,Target/Goal,supply chain,Supply Chain,el  Results The company has qualified for two Impact Business Models (IBMs) in the Community area:  Supply Chain Poverty Alleviation IBM This IBM requires a company to purchase goods and/or services directly from,278
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,23,Target/Goal,supply chain,supply chain,"successful verification of these business practices. Patagonia was required to provide analysis of  supply chain purchases in the last fiscal year, which include: • Spreadsheet documenting percentage of overall s",278
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,24,Target/Goal,target,target,"ides support or resources to help suppliers improve their performance. • Patagonia has set specific targets for reducing its environmental footprint, and monitors and reports on  progress toward its targets",128
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,24,Target/Goal,target,target," targets for reducing its environmental footprint, and monitors and reports on  progress toward its targets. 44% 20 points achieved  out of possible 45 This is an aggregated  score of the three BIAs  across",128
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,24,Target/Goal,achieve,achieve,"ts environmental footprint, and monitors and reports on  progress toward its targets. 44% 20 points achieved  out of possible 45 This is an aggregated  score of the three BIAs  across all of  Patagonia's glo",128
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,24,Target/Goal,supply chain,supply chain,g efforts to measure and manage the environmental impacts of  its own operations and throughout its supply chain.  • The company engages its supply chain to measure and manage greenhouse gas emissions and chemica,128
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,24,Target/Goal,supply chain,supply chain,"onmental impacts of  its own operations and throughout its supply chain.  • The company engages its supply chain to measure and manage greenhouse gas emissions and chemical use,  and provides support or resources",128
PAT_2024_BCorp_Report-V2-100125.pdf,2024,BCorp Report,25,Target/Goal,achieve,achieve,"ting policies, monitoring customer satisfaction, and managing customer data privacy. 94% 4.7 points achieved  out of possible 5 This is an aggregated  score of the three BIAs  across all of  Patagonia's glob",80
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,2,Target/Goal,supply chain,supply chain,"vely mitigates the risk of human trafficking, modern slavery, forced labor, and child labor in  our supply chain. In compliance with the California Transparency in Supply Chains Act (SB 657), the UK Modern  Slave",494
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,2,Target/Goal,supply chain,Supply Chain,"rced labor, and child labor in  our supply chain. In compliance with the California Transparency in Supply Chains Act (SB 657), the UK Modern  Slavery Act of 2015, the Australia Modern Slavery Act 2018, and the C",494
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,2,Target/Goal,supply chain,Supply Chain,"B 657), the UK Modern  Slavery Act of 2015, the Australia Modern Slavery Act 2018, and the Canadian Supply Chains Act, the follow- ing document discloses Patagonia Works’ policies and actions relating to these ri",494
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,2,Target/Goal,supply chain,supply chain,"tail stores and online – and through  wholesale distributors in more than 40 countries. Patagonia’s supply chain includes 52 finished goods factories, located in 11 countries. A list of Patagonia’s fin- ished goo",494
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,2,Target/Goal,supply chain,supply chain,egularly and published on our website alongside a map that includes suppli- ers further back in the supply chain. Those factories are supplied by material suppliers located in 30 countries.  Patagonia has only on,494
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,2,Target/Goal,supply chain,supply chain," III.	 Patagonia’s Efforts to Combat Forced & Child Labor Patagonia regularly assesses risks in its supply chain and has implemented policies and due diligence practices  to mitigate the risk of modern slavery, f",494
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,2,Target/Goal,supply chain,supply chain," define and set standards prohibiting child labor, forced  labor, and modern slavery in Patagonia's supply chain. Our Code of Conduct is based on standards  set by the UN’s International Labour Organization, the ",494
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,reach,reach,"r  Association’s third-party complaint system (detailed on the FLA website) and an email address to reach  Patagonia’s Social Responsibility team directly. In addition, we require our suppliers to create a",423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,fair trade,Fair Trade,ails about FLA’s standards and  Patagonia’s accreditation are available on the FLA’s website.  ii.	 Fair Trade Certified Patagonia partners with Fair Trade USA to nominate factories to be Fair Trade certified. ,423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,fair trade,Fair Trade,ccreditation are available on the FLA’s website.  ii.	 Fair Trade Certified Patagonia partners with Fair Trade USA to nominate factories to be Fair Trade certified. A core com- ponent of Fair Trade’s standards ,423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,fair trade,Fair Trade,site.  ii.	 Fair Trade Certified Patagonia partners with Fair Trade USA to nominate factories to be Fair Trade certified. A core com- ponent of Fair Trade’s standards is the prohibition of forced labor and chil,423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,fair trade,Fair Trade,artners with Fair Trade USA to nominate factories to be Fair Trade certified. A core com- ponent of Fair Trade’s standards is the prohibition of forced labor and child labor. Patagonia has partnered with Fair T,423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,fair trade,Fair Trade," Trade’s standards is the prohibition of forced labor and child labor. Patagonia has partnered with Fair Trade USA to certify more than 30 factories, which produce more  than 90% of all Patagonia styles. As a s",423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,fair trade,Fair Trade,"s, which produce more  than 90% of all Patagonia styles. As a separate part of its partnership with Fair Trade USA, Patagonia  has paid more than $30 million in premiums to worker-controlled accounts in Fair Tr",423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,fair trade,Fair Trade,"r Trade USA, Patagonia  has paid more than $30 million in premiums to worker-controlled accounts in Fair Trade Certified  factories. Patagonia’s partnership with Fair Trade USA is described on Patagonia’s websi",423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,fair trade,Fair Trade,iums to worker-controlled accounts in Fair Trade Certified  factories. Patagonia’s partnership with Fair Trade USA is described on Patagonia’s website.,423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,supply chain,supply chain,"	 Third Party Partnerships/Certifications/Verifications In addition to Patagonia’s direct work with supply chain partners, Patagonia supplements its supply  chain due diligence by working with several third parti",423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,3,Target/Goal,"\$\d+(?:,\d+)*(?:\.\d+)?\s*(?:million|billion|M|B)",$30 million,"ia styles. As a separate part of its partnership with Fair Trade USA, Patagonia  has paid more than $30 million in premiums to worker-controlled accounts in Fair Trade Certified  factories. Patagonia’s partnersh",423
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,4,Target/Goal,commitment,commitment,"ld staff, materials, sourcing and product development  teams, and executive leaders who enforce our commitment throughout the company on these issues.",507
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,4,Target/Goal,fair trade,Fair Trade,s by the FLA. They select a sam- ple to audit each year and publish those results on their website. Fair Trade Certified factories are also  subject to audits by Fair Trade USA. Our factories are audited agains,507
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,4,Target/Goal,fair trade,Fair Trade,"blish those results on their website. Fair Trade Certified factories are also  subject to audits by Fair Trade USA. Our factories are audited against Patagonia’s Workplace Code of Conduct, local law, and collec",507
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,4,Target/Goal,fair trade,Fair Trade,"ntinuous improvement programs, capacity building initiatives, like  the ILO Better Work program and Fair Trade, and collaboration efforts with other brands and the FLA. g.	 Employee Training We provide training",507
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,4,Target/Goal,supply chain,supply chain,full-time Field Managers based throughout Asia who are dedicated to monitor- ing and supporting our supply chain on social and environmental responsibility.  Patagonia also partners with NGOs and monitoring firms,507
PAT_2024_LegalDocuments-ModernSlaveryAct-060324.pdf,2024,Modern Slavery Act,5,Target/Goal,supply chain,supply chain,"ng and its  due diligence procedures are meant to mitigate the risk of it being used in Patagonia’s supply chain.  If found, the factory would be subject to our factory disciplinary policy. Disciplinary actions i",211
